sexo,forma_envio_solicitacao,estado_onde_reside,produto_solicitado,dia_vencimento,tipo_endereco,idade,estado_civil,qtde_dependentes,nacionalidade,qtde_contas_bancarias,renda_mensal_regular,renda_extra,possui_telefone_residencial,possui_email,possui_cartao_visa,possui_cartao_mastercard,possui_cartao_diners,possui_cartao_amex,possui_outros_cartoes,possui_carro,vinculo_formal_com_empresa,meses_no_trabalho,local_onde_reside,tipo_residencia,meses_na_residencia,profissao,ocupacao,profissao_companheiro,grau_instrucao_companheiro,inadimplente
F,presencial,GO,1,25,1,30,2,3,1,1,700.0,0.0,1,0,1,1,0,0,0,1,0,0,749.0,1.0,14.0,8.0,4.0,0.0,0.0,1
M,internet,SP,1,10,1,45,2,4,1,0,762.0,0.0,1,1,1,0,0,0,0,0,0,0,582.0,1.0,12.0,,,9.0,1.0,0
F,internet,RJ,1,20,1,54,1,0,1,0,351.0,0.0,1,1,0,0,0,0,0,0,0,0,230.0,1.0,1.0,11.0,1.0,11.0,,0
F,correio,RS,7,20,1,49,1,1,1,1,800.0,0.0,1,1,0,0,0,0,0,0,1,0,948.0,1.0,1.0,11.0,2.0,11.0,,0
F,internet,SP,1,25,1,31,2,3,1,0,2500.0,0.0,1,1,0,0,0,0,0,0,0,0,932.0,1.0,12.0,9.0,2.0,,,1
M,internet,SP,1,5,1,48,2,5,1,0,1634.0,0.0,1,1,0,0,0,0,0,0,1,0,127.0,1.0,15.0,9.0,5.0,,,1
M,presencial,PA,1,15,1,20,1,0,1,0,488.0,0.0,1,1,0,0,0,0,0,0,0,0,685.0,1.0,12.0,,,,,1
M,presencial,SP,1,10,1,70,2,0,1,1,992.0,0.0,1,0,0,0,0,0,0,1,0,0,998.0,1.0,15.0,0.0,0.0,0.0,0.0,0
F,internet,CE,1,25,1,25,1,0,1,0,520.0,0.0,1,1,0,0,0,0,0,0,0,0,631.0,1.0,3.0,9.0,2.0,,,0
F,internet,PA,1,20,1,63,1,3,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,660.0,1.0,24.0,9.0,1.0,,,0
F,internet,CE,1,25,1,39,2,0,1,0,560.0,0.0,1,1,0,1,0,1,0,0,1,0,603.0,1.0,6.0,6.0,4.0,6.0,4.0,0
F,presencial,PE,1,1,1,29,1,1,0,1,200.0,0.0,1,1,0,1,0,0,0,1,0,0,556.0,1.0,0.0,11.0,4.0,11.0,0.0,0
F,internet,DF,1,25,1,24,1,0,1,0,700.0,0.0,1,1,1,1,0,0,0,0,0,0,722.0,1.0,7.0,,4.0,,,0
F,presencial,SP,1,15,1,29,6,0,1,1,300.0,0.0,1,1,0,0,0,0,0,1,0,0,140.0,1.0,2.0,11.0,2.0,0.0,0.0,0
F,internet,RN,1,20,1,37,1,0,1,0,1100.0,0.0,1,1,1,0,0,0,0,0,0,0,591.0,1.0,9.0,9.0,4.0,,,1
M,internet,CE,1,15,1,35,2,0,1,0,457.15,0.0,1,1,1,0,0,0,0,0,1,0,604.0,2.0,3.0,9.0,2.0,,,1
M,internet,RN,1,10,1,62,2,0,1,0,4865.0,0.0,1,1,0,0,0,0,0,0,1,0,590.0,1.0,14.0,9.0,1.0,,,0
F,internet,PB,1,25,1,60,4,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,586.0,1.0,10.0,9.0,1.0,,,1
F,presencial,BA,1,10,1,26,2,0,1,1,575.0,0.0,1,0,0,0,0,0,0,1,1,0,412.0,1.0,20.0,9.0,2.0,0.0,0.0,0
F,internet,CE,1,25,1,38,6,0,1,0,400.0,0.0,1,1,0,0,0,0,0,0,0,0,628.0,1.0,1.0,,4.0,,,1
F,internet,CE,1,25,1,34,2,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,639.0,1.0,10.0,12.0,2.0,,,0
F,internet,BA,1,20,1,41,2,0,1,0,246.0,0.0,0,1,0,0,0,0,0,0,0,0,459.0,1.0,,,,,,0
M,internet,MG,1,15,1,34,2,0,1,0,300.0,0.0,1,1,1,1,0,1,0,0,0,0,321.0,1.0,5.0,9.0,4.0,,,1
F,presencial,SP,2,25,1,48,2,6,1,1,500.0,0.0,1,1,0,0,0,0,0,1,0,0,844.0,1.0,3.0,9.0,4.0,0.0,0.0,1
F,internet,CE,1,25,1,54,3,0,1,0,500.0,200.0,1,1,0,0,0,0,0,0,1,0,605.0,1.0,20.0,2.0,4.0,,,0
M,presencial,RS,1,10,1,46,2,1,1,1,712.0,0.0,1,0,0,0,0,0,0,1,1,0,956.0,1.0,15.0,9.0,2.0,0.0,0.0,0
M,presencial,MG,1,5,1,48,2,5,1,1,700.0,0.0,1,1,0,0,0,0,0,1,1,0,389.0,1.0,8.0,0.0,0.0,0.0,0.0,1
M,internet,AP,1,10,1,56,2,0,1,0,276.0,500.0,1,1,0,0,0,0,0,0,0,0,689.0,1.0,10.0,9.0,1.0,,,0
M,presencial,MT,1,20,1,53,2,0,1,1,500.0,0.0,0,0,0,0,0,0,0,1,1,0,780.0,1.0,14.0,9.0,2.0,0.0,0.0,1
F,presencial,RS,1,10,1,25,1,0,1,1,598.0,0.0,1,0,0,0,0,0,0,1,1,0,956.0,1.0,9.0,9.0,2.0,0.0,0.0,1
M,internet,BA,1,10,1,71,4,0,1,0,308.0,0.0,1,1,0,0,0,0,0,0,0,0,483.0,1.0,10.0,9.0,1.0,,,0
F,presencial,BA,2,10,1,73,1,0,1,1,350.0,0.0,0,1,0,0,0,0,0,1,0,0,458.0,1.0,7.0,9.0,1.0,0.0,0.0,0
F,internet,MG,2,10,1,25,2,0,1,0,525.0,0.0,1,1,0,0,0,0,0,0,0,0,384.0,,,,,,,0
M,presencial,MG,2,15,1,49,3,2,1,1,378.0,115.0,0,1,1,0,0,0,0,1,1,0,346.0,1.0,5.0,9.0,2.0,0.0,0.0,0
F,presencial,CE,1,10,1,54,2,0,1,1,400.0,0.0,1,1,0,0,0,0,0,1,0,0,600.0,1.0,20.0,9.0,4.0,0.0,0.0,0
F,presencial,PE,1,1,1,58,2,0,1,1,879.0,0.0,1,1,0,0,0,0,0,0,0,0,531.0,1.0,20.0,9.0,5.0,,,0
F,internet,PA,1,20,1,21,2,2,1,0,380.0,0.0,0,1,0,0,0,0,0,0,0,0,684.0,1.0,6.0,9.0,2.0,,,0
F,internet,SP,1,25,1,63,2,0,1,0,380.0,0.0,0,1,0,0,0,0,0,0,1,0,169.0,1.0,20.0,9.0,1.0,,,1
F,internet,SP,1,25,1,37,4,0,1,0,540.0,0.0,0,1,0,0,0,0,0,0,1,0,139.0,1.0,1.0,9.0,1.0,,,1
M,internet,PE,1,1,1,31,2,0,1,0,539.0,0.0,1,1,0,0,0,0,0,0,0,0,559.0,1.0,5.0,9.0,2.0,,,0
M,internet,MG,1,10,1,34,1,1,1,0,800.0,0.0,1,1,0,0,0,0,0,0,1,0,383.0,5.0,0.0,9.0,2.0,,,1
M,internet,CE,1,5,1,42,1,2,1,0,559.0,0.0,1,1,0,0,0,0,0,0,1,0,616.0,1.0,10.0,9.0,4.0,,,0
F,internet,PE,1,1,1,51,1,0,1,0,1962.23,0.0,1,1,0,1,0,0,0,0,1,0,534.0,1.0,2.0,9.0,2.0,,,0
M,presencial,SP,2,10,1,51,2,2,1,1,578.0,0.0,1,1,0,0,0,0,0,1,0,0,710.0,1.0,10.0,9.0,2.0,0.0,0.0,1
F,presencial,RN,1,5,1,58,4,3,0,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,590.0,1.0,0.0,9.0,1.0,11.0,0.0,0
F,internet,MG,1,10,1,69,4,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,383.0,5.0,1.0,9.0,1.0,,,0
F,internet,PA,1,15,1,39,1,0,1,0,426.0,0.0,1,1,0,0,0,0,0,0,0,0,660.0,1.0,,2.0,4.0,,,1
F,presencial,RJ,1,10,1,80,2,0,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,218.0,1.0,5.0,9.0,1.0,0.0,0.0,0
F,presencial,SP,1,10,1,25,2,0,1,1,535.0,0.0,1,0,0,0,0,0,0,1,0,0,113.0,1.0,24.0,0.0,0.0,0.0,0.0,1
M,internet,BA,1,20,1,23,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,455.0,1.0,25.0,11.0,,,,1
M,internet,GO,1,10,1,25,2,2,1,0,400.0,0.0,1,1,0,0,0,0,0,0,0,0,746.0,1.0,9.0,9.0,4.0,9.0,3.0,0
F,internet,PE,1,20,1,36,2,0,1,0,419.66,0.0,0,1,0,0,0,0,0,0,1,0,563.0,1.0,10.0,9.0,2.0,,,1
F,internet,PR,1,5,1,31,6,0,1,0,422.0,0.0,1,1,0,0,0,0,0,0,1,0,866.0,4.0,5.0,9.0,2.0,,,0
F,internet,PR,1,10,1,48,2,0,1,0,2040.6,0.0,0,1,0,0,0,0,0,0,1,0,830.0,1.0,10.0,12.0,2.0,,,0
F,internet,SP,2,10,1,77,2,0,1,0,350.0,0.0,0,1,0,0,0,0,0,0,0,0,138.0,1.0,27.0,9.0,1.0,,,0
M,internet,SP,1,10,1,28,6,0,1,0,265.35,0.0,1,1,0,0,0,0,0,0,1,0,172.0,1.0,1.0,9.0,2.0,,,1
F,internet,CE,1,10,1,41,6,0,1,0,350.0,80.0,0,1,0,0,0,0,0,0,0,0,621.0,1.0,1.0,2.0,4.0,,,1
F,internet,DF,1,5,1,63,2,0,1,0,400.0,0.0,0,1,0,0,0,0,0,0,0,0,730.0,0.0,0.0,,,,,1
F,presencial,PR,1,10,1,23,2,0,1,1,490.0,0.0,1,0,0,0,0,0,0,1,1,0,866.0,4.0,1.0,9.0,2.0,0.0,0.0,1
M,internet,AM,1,10,1,32,1,0,1,0,509.0,0.0,1,1,1,0,0,0,0,0,0,0,694.0,1.0,18.0,9.0,5.0,,,1
M,correio,MG,2,10,1,44,3,0,1,0,1024.0,0.0,1,1,0,0,0,0,0,0,1,0,315.0,2.0,1.0,9.0,2.0,11.0,,1
F,presencial,MA,1,10,1,68,1,3,1,0,300.0,0.0,0,1,0,0,0,0,0,0,0,0,656.0,1.0,1.0,9.0,1.0,11.0,,0
F,internet,MG,2,1,1,18,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,394.0,1.0,2.0,,,,,1
M,presencial,PA,1,20,1,21,1,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,685.0,1.0,22.0,,,,,0
M,internet,BA,1,10,1,43,1,0,1,0,380.0,0.0,1,1,1,0,0,0,0,0,1,0,483.0,5.0,5.0,9.0,2.0,,,0
M,internet,SP,1,1,1,43,2,3,1,0,1050.0,0.0,1,1,1,0,0,0,0,0,0,0,486.0,1.0,7.0,,,,,1
M,internet,SC,1,25,1,41,6,0,1,0,450.0,0.0,1,1,0,0,0,0,0,0,0,0,887.0,1.0,7.0,9.0,2.0,,,0
M,presencial,PE,1,10,1,25,2,1,1,1,606.0,0.0,1,0,0,0,0,0,0,1,1,0,555.0,1.0,15.0,9.0,2.0,9.0,3.0,0
F,internet,MA,1,5,1,38,1,0,1,0,1035.82,0.0,1,1,0,0,0,0,0,0,1,0,650.0,0.0,20.0,9.0,2.0,,,0
M,presencial,RN,1,20,1,25,2,0,1,1,560.0,0.0,1,1,0,0,0,0,0,1,0,0,591.0,1.0,0.0,9.0,5.0,0.0,0.0,0
F,internet,SP,1,20,1,23,1,0,1,0,450.0,0.0,1,1,0,0,0,0,0,0,1,0,123.0,1.0,7.0,2.0,5.0,,,1
F,internet,SP,7,15,1,38,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,1,0,633.0,1.0,3.0,9.0,2.0,,,1
M,presencial,ES,2,5,1,45,2,0,1,1,500.0,0.0,1,0,0,0,0,0,0,1,0,0,293.0,1.0,23.0,9.0,4.0,0.0,0.0,1
F,internet,SP,1,15,1,41,2,0,1,0,550.0,0.0,1,1,0,0,0,0,0,0,0,0,122.0,2.0,7.0,9.0,,,,1
F,internet,CE,1,25,1,30,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,639.0,1.0,,,4.0,,,0
F,internet,SP,1,10,1,69,4,0,2,0,700.0,0.0,0,1,0,0,0,0,0,0,1,0,156.0,1.0,50.0,,,,,1
F,internet,AP,1,1,1,33,1,2,1,0,1000.0,0.0,1,1,0,0,0,0,0,0,0,0,689.0,1.0,7.0,,4.0,,,0
M,presencial,PA,1,10,1,36,6,0,1,1,600.0,0.0,0,1,0,0,0,0,0,1,1,0,686.0,1.0,8.0,9.0,2.0,0.0,0.0,1
M,presencial,SP,1,10,1,46,1,3,1,1,1280.0,0.0,1,1,0,0,0,0,0,1,1,0,642.0,1.0,15.0,9.0,5.0,0.0,0.0,1
F,internet,MS,1,15,1,30,2,1,1,0,500.0,0.0,1,1,0,0,0,0,0,0,0,0,790.0,1.0,18.0,9.0,4.0,,,1
M,presencial,AL,1,1,1,48,2,0,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,570.0,1.0,3.0,2.0,0.0,0.0,0.0,1
M,presencial,PE,1,25,1,40,2,1,1,1,702.0,0.0,1,1,0,0,0,0,0,1,1,0,559.0,1.0,10.0,9.0,2.0,0.0,0.0,0
F,presencial,PE,7,15,1,66,7,2,1,1,700.0,0.0,1,1,0,0,0,0,0,1,0,0,547.0,1.0,35.0,9.0,4.0,0.0,0.0,0
M,presencial,MA,1,25,1,39,2,3,1,0,511.0,0.0,1,1,0,0,0,0,0,0,1,0,656.0,,8.0,9.0,,,,1
F,internet,PI,7,10,1,46,2,0,1,0,350.0,0.0,1,1,1,0,0,0,0,1,0,0,641.0,1.0,45.0,2.0,4.0,,,1
M,internet,PA,1,15,1,23,1,0,1,0,427.71,0.0,1,1,0,0,0,0,0,0,0,0,661.0,1.0,2.0,9.0,2.0,,,0
F,presencial,PE,1,5,1,45,2,3,0,1,703.0,0.0,1,1,0,0,0,0,0,1,1,0,558.0,1.0,8.0,9.0,2.0,11.0,0.0,0
F,presencial,SC,1,10,1,60,2,0,1,1,121669.0,0.0,0,1,0,0,0,0,0,1,0,0,884.0,1.0,20.0,9.0,1.0,0.0,0.0,0
F,internet,BA,2,10,1,46,1,0,1,0,250.0,0.0,1,1,0,0,0,0,0,0,1,0,400.0,1.0,1.0,11.0,4.0,11.0,,0
F,internet,RN,1,5,1,22,1,0,1,0,360.0,0.0,1,1,0,0,0,0,0,0,1,0,596.0,1.0,5.0,,,,,0
F,internet,SP,1,25,1,29,2,2,1,0,830.0,0.0,1,1,0,0,0,0,0,0,0,0,676.0,1.0,5.0,,,,,0
M,presencial,SP,1,10,1,58,2,0,1,0,1073.0,0.0,1,1,0,0,0,0,0,0,0,0,160.0,1.0,,,,,,0
F,presencial,MG,2,10,1,38,5,2,1,1,600.0,300.0,1,0,0,0,0,0,0,1,0,0,394.0,1.0,4.0,9.0,4.0,0.0,0.0,0
F,presencial,PI,1,15,1,88,4,0,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,648.0,1.0,20.0,9.0,1.0,0.0,0.0,1
F,correio,PA,1,10,1,72,3,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,660.0,1.0,1.0,,,,,0
F,presencial,SP,1,10,1,44,1,0,1,1,926.0,0.0,1,1,0,0,0,0,0,1,0,0,131.0,1.0,6.0,0.0,0.0,0.0,0.0,1
F,presencial,RS,1,15,1,19,6,1,1,0,520.0,0.0,1,0,0,0,0,0,0,1,1,0,935.0,1.0,6.0,9.0,2.0,0.0,0.0,1
M,presencial,RJ,1,15,1,54,2,2,1,1,2680.0,0.0,1,1,1,1,0,0,0,1,1,0,286.0,1.0,22.0,9.0,2.0,0.0,0.0,0
F,internet,SP,1,15,1,34,1,2,1,0,478.0,0.0,1,1,0,0,0,0,0,0,1,0,641.0,1.0,30.0,9.0,5.0,,,0
F,internet,SP,1,25,1,53,2,1,1,0,1400.0,0.0,1,1,0,0,0,0,0,0,1,0,117.0,1.0,1.0,,,,,1
F,presencial,PA,1,25,1,50,0,0,0,1,910.0,0.0,1,1,0,0,0,0,0,1,0,0,671.0,2.0,0.0,11.0,4.0,11.0,0.0,0
M,internet,MT,1,10,1,25,1,1,1,0,420.0,0.0,1,1,1,1,0,0,0,0,1,0,781.0,1.0,21.0,9.0,2.0,,,1
M,internet,RN,1,10,1,32,2,0,1,0,369.6,0.0,1,1,0,0,0,0,0,0,1,0,596.0,2.0,2.0,,2.0,,,1
M,internet,RS,1,15,1,54,2,2,1,0,250.0,0.0,0,1,0,0,0,0,0,0,0,0,964.0,1.0,10.0,2.0,5.0,,,0
F,internet,CE,1,20,1,48,2,0,1,0,380.0,0.0,1,1,1,0,0,0,0,0,0,0,617.0,1.0,10.0,9.0,4.0,,,0
M,internet,PE,1,15,1,31,2,2,1,0,422.0,0.0,1,1,0,1,0,0,0,0,1,0,557.0,1.0,8.0,9.0,2.0,,,0
F,presencial,DF,1,10,1,42,2,2,0,1,840.0,0.0,1,1,1,0,0,0,0,1,0,0,726.0,1.0,15.0,9.0,4.0,11.0,0.0,0
F,internet,PI,1,5,1,52,4,0,1,0,277.0,0.0,1,1,0,0,0,0,0,0,0,0,642.0,1.0,2.0,,1.0,,,0
F,internet,BA,1,10,1,34,2,0,1,0,380.0,0.0,1,1,0,0,0,0,0,0,0,0,473.0,1.0,5.0,6.0,5.0,,,1
F,internet,SP,2,5,1,19,2,1,1,0,423.0,0.0,1,1,0,0,0,0,0,0,1,0,653.0,1.0,5.0,9.0,2.0,,,1
F,presencial,PE,1,20,1,32,1,0,1,0,535.0,0.0,1,1,1,0,0,0,0,0,0,0,558.0,1.0,20.0,2.0,4.0,,,0
F,internet,ES,2,15,1,70,4,0,1,0,516.0,0.0,0,1,0,0,0,0,0,0,0,0,290.0,1.0,10.0,9.0,1.0,,,1
M,presencial,RJ,1,15,1,45,2,0,0,0,884.0,0.0,1,1,0,0,0,0,0,1,1,0,244.0,5.0,0.0,11.0,2.0,11.0,0.0,1
F,presencial,CE,2,10,1,27,1,0,1,1,1005.0,0.0,1,1,0,1,0,0,0,0,1,0,625.0,2.0,2.0,9.0,5.0,,,1
M,presencial,PR,1,15,1,32,2,2,1,1,1236.0,0.0,1,0,0,0,0,0,0,1,1,0,838.0,1.0,15.0,9.0,2.0,0.0,0.0,0
F,presencial,BA,1,15,1,52,2,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,459.0,1.0,1.0,0.0,0.0,0.0,0.0,0
F,correio,SP,2,5,1,46,2,2,1,0,360.0,0.0,1,1,0,0,0,0,0,0,1,0,500.0,1.0,,10.0,2.0,11.0,,1
F,presencial,CE,1,10,1,43,4,2,1,1,350.0,0.0,1,1,0,0,0,0,0,1,0,0,621.0,1.0,15.0,9.0,5.0,11.0,0.0,1
M,internet,SP,1,25,1,39,2,0,1,0,800.0,0.0,1,1,0,0,0,0,0,0,0,0,156.0,1.0,2.0,2.0,3.0,,,1
M,presencial,BA,2,15,1,48,1,1,1,0,570.0,0.0,1,0,0,1,0,0,0,1,1,0,458.0,1.0,10.0,13.0,2.0,0.0,0.0,0
F,internet,SP,2,25,1,57,4,0,1,0,584.0,300.0,1,1,0,0,0,0,0,0,1,0,117.0,1.0,20.0,9.0,2.0,,,0
F,internet,RS,1,10,1,63,6,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,962.0,1.0,40.0,9.0,1.0,,,1
M,internet,SP,2,20,1,36,2,2,1,0,700.0,0.0,1,1,0,0,0,0,0,0,0,0,118.0,1.0,,2.0,4.0,,,1
F,presencial,PE,1,5,1,52,1,0,1,1,300.0,0.0,1,0,0,0,0,0,0,1,1,0,555.0,1.0,10.0,9.0,2.0,0.0,0.0,0
F,internet,SP,1,10,1,26,1,0,1,0,640.0,0.0,1,1,0,0,0,0,0,0,1,0,644.0,1.0,7.0,9.0,2.0,,,0
F,internet,RS,1,10,1,40,2,0,1,0,429.0,0.0,0,1,0,0,0,0,0,0,1,0,967.0,1.0,18.0,9.0,2.0,,,0
M,internet,CE,1,5,1,38,2,1,1,0,800.0,0.0,1,1,0,0,0,0,0,0,1,0,619.0,1.0,5.0,9.0,2.0,,,0
F,presencial,PA,1,15,1,51,2,0,0,1,375.0,0.0,1,1,0,0,0,0,0,1,1,0,660.0,1.0,0.0,9.0,2.0,11.0,0.0,0
M,correio,AP,1,10,1,39,1,0,1,0,504.0,0.0,1,1,0,0,0,0,0,0,1,0,689.0,2.0,1.0,9.0,2.0,11.0,,1
M,presencial,SC,1,10,1,31,1,0,1,1,595.0,0.0,1,1,0,0,0,0,0,1,0,0,881.0,1.0,10.0,9.0,2.0,0.0,0.0,1
M,presencial,SP,2,25,1,57,2,1,1,1,1148.0,0.0,1,0,0,0,0,0,0,1,1,0,142.0,1.0,29.0,0.0,0.0,0.0,0.0,1
F,internet,RS,1,10,1,42,2,0,1,0,424.0,0.0,1,1,0,0,0,0,0,0,0,0,940.0,1.0,20.0,,,,,1
F,internet,SP,1,20,1,33,6,4,1,0,300.0,0.0,1,1,0,0,0,0,0,0,1,0,175.0,1.0,4.0,12.0,4.0,,,1
M,internet,PA,1,20,1,26,6,0,1,0,367.0,0.0,0,1,0,0,0,0,0,0,1,0,687.0,1.0,6.0,9.0,5.0,,,0
F,presencial,RN,1,10,1,28,2,0,1,1,550.0,0.0,1,1,0,0,0,0,0,1,0,0,591.0,1.0,2.0,9.0,4.0,0.0,0.0,0
F,presencial,CE,1,15,1,29,1,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,0,0,639.0,1.0,0.0,0.0,0.0,0.0,0.0,0
F,correio,RN,1,10,1,48,1,0,1,0,180.0,0.0,1,1,0,0,0,0,0,0,0,0,590.0,1.0,1.0,9.0,4.0,11.0,,0
M,internet,SP,1,25,1,47,2,1,1,0,650.0,0.0,1,1,0,0,0,0,0,0,0,0,189.0,2.0,0.0,9.0,2.0,11.0,,0
M,internet,PA,1,15,1,31,1,0,1,0,800.0,0.0,1,1,0,0,0,0,0,0,0,0,672.0,1.0,5.0,,5.0,,,1
M,presencial,MG,1,25,1,50,2,1,1,1,543.0,0.0,1,0,0,0,0,0,0,1,1,0,321.0,2.0,3.0,9.0,2.0,0.0,0.0,1
F,presencial,PA,1,25,1,36,2,2,0,1,277.0,0.0,1,1,1,0,0,0,0,1,1,0,670.0,1.0,0.0,9.0,2.0,11.0,0.0,1
M,presencial,PR,1,10,1,18,1,1,1,1,350.0,350.0,1,0,0,0,0,0,0,1,1,0,843.0,1.0,1.0,9.0,2.0,0.0,0.0,0
F,internet,RJ,1,25,1,39,2,0,1,0,916.05,0.0,1,1,0,0,0,0,0,0,1,0,244.0,1.0,,9.0,5.0,,,1
F,internet,ES,2,10,1,59,4,0,1,0,308.0,350.0,1,1,0,0,0,0,0,0,0,0,292.0,1.0,15.0,9.0,1.0,,,0
F,internet,RS,1,10,1,38,1,0,1,0,400.0,0.0,1,1,0,0,0,0,0,0,0,0,912.0,5.0,12.0,2.0,,,,1
M,internet,SC,2,10,1,28,1,1,1,0,927.62,0.0,1,1,0,0,0,0,0,0,1,0,880.0,1.0,10.0,10.0,5.0,,,1
M,presencial,RS,1,15,1,22,2,0,1,1,770.0,0.0,1,0,1,1,0,0,0,1,0,0,962.0,1.0,5.0,0.0,0.0,0.0,0.0,1
M,presencial,MG,1,10,1,35,2,0,1,1,450.0,0.0,1,1,0,0,0,0,0,1,1,0,321.0,1.0,3.0,9.0,2.0,11.0,0.0,1
M,presencial,MS,1,10,1,52,2,0,1,1,500.0,0.0,1,1,0,0,1,0,0,1,1,0,791.0,1.0,4.0,9.0,5.0,0.0,0.0,0
F,internet,SP,1,15,1,25,5,0,1,0,900.0,0.0,1,1,0,0,0,0,0,0,0,0,122.0,1.0,1.0,9.0,,,,1
F,presencial,SP,1,20,1,68,2,0,1,1,498.0,0.0,1,0,0,0,0,0,0,1,1,0,129.0,1.0,5.0,9.0,1.0,0.0,0.0,0
F,presencial,RJ,1,15,1,20,2,0,1,1,520.0,0.0,1,1,0,0,0,0,0,1,0,0,289.0,1.0,18.0,2.0,4.0,0.0,0.0,1
M,presencial,BA,1,10,1,32,2,0,1,1,774.0,0.0,1,1,0,0,0,0,0,0,1,0,407.0,0.0,2.0,9.0,2.0,,,1
F,presencial,AL,7,20,1,52,1,0,1,1,1216.0,0.0,1,1,0,0,0,0,0,1,1,0,570.0,1.0,9.0,9.0,2.0,0.0,0.0,1
F,internet,SP,1,1,1,23,2,1,1,0,1455.58,0.0,1,1,0,0,0,0,0,0,0,0,858.0,1.0,4.0,,,9.0,3.0,0
M,internet,RN,1,5,1,43,2,0,1,0,600.0,0.0,0,1,0,0,0,0,0,0,0,0,591.0,1.0,,9.0,5.0,,,0
F,internet,SP,2,10,1,27,4,3,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,118.0,4.0,,9.0,1.0,,,0
F,internet,SP,1,25,1,31,1,1,1,0,517.0,0.0,1,1,0,0,0,0,0,0,0,0,712.0,,,9.0,2.0,,,0
M,internet,CE,1,20,1,33,2,0,1,0,1050.0,0.0,1,1,0,0,0,0,0,0,1,0,605.0,1.0,17.0,9.0,2.0,,,0
M,presencial,MG,1,10,1,54,2,0,1,1,550.0,0.0,1,1,0,0,0,0,0,1,1,0,364.0,1.0,23.0,9.0,2.0,0.0,0.0,0
M,presencial,AM,1,10,1,20,1,0,1,1,913.0,0.0,1,1,0,0,0,0,0,1,1,0,691.0,1.0,10.0,9.0,2.0,0.0,0.0,0
F,internet,SP,1,1,1,19,1,0,1,0,200.0,0.0,1,1,0,0,0,0,0,0,0,0,114.0,1.0,,11.0,,,,0
F,internet,PE,1,25,1,56,4,2,1,0,520.0,0.0,1,1,0,1,0,0,0,0,0,0,507.0,1.0,20.0,2.0,4.0,,,0
F,internet,PA,1,5,1,18,1,0,1,0,393.0,0.0,1,1,0,0,0,0,0,0,0,0,686.0,1.0,1.0,11.0,2.0,,,1
F,internet,RN,1,15,1,27,2,0,1,0,550.0,0.0,1,1,0,0,0,0,0,0,0,0,591.0,1.0,1.0,,,,,1
F,internet,SE,1,5,1,51,2,0,1,0,382.0,0.0,0,1,0,0,0,0,0,0,0,0,499.0,1.0,24.0,,,,,0
F,internet,MG,2,25,1,45,2,1,1,0,590.85,0.0,0,1,0,0,0,0,0,0,1,0,355.0,1.0,5.0,9.0,2.0,,,1
F,internet,RS,1,10,1,70,2,0,1,0,350.0,0.0,1,1,0,0,0,0,0,0,0,0,960.0,1.0,4.0,,,,,0
F,presencial,SP,1,10,1,70,4,0,1,1,350.0,0.0,1,0,0,0,0,0,0,1,1,0,129.0,1.0,20.0,0.0,1.0,0.0,0.0,0
M,presencial,SP,2,10,1,47,2,1,1,0,541.0,0.0,1,1,0,1,0,0,0,1,1,0,587.0,1.0,16.0,9.0,2.0,0.0,0.0,0
M,presencial,RN,1,5,1,52,4,2,1,1,690.0,0.0,1,0,0,0,0,0,0,1,0,0,594.0,1.0,5.0,9.0,1.0,0.0,0.0,1
M,presencial,SP,1,10,1,30,2,0,1,1,500.0,0.0,1,0,0,0,0,0,0,1,0,0,159.0,1.0,12.0,9.0,2.0,0.0,0.0,1
M,internet,RS,1,10,1,25,2,0,1,0,648.0,0.0,0,1,0,0,0,0,0,0,1,0,956.0,1.0,5.0,9.0,2.0,,,1
F,presencial,GO,1,15,1,24,1,1,1,1,350.0,0.0,1,1,0,0,0,0,0,1,1,0,728.0,2.0,2.0,9.0,5.0,0.0,0.0,0
F,internet,BA,1,15,1,37,2,0,1,0,1512.0,0.0,0,1,0,0,0,0,0,0,0,0,486.0,1.0,15.0,9.0,1.0,,,1
M,internet,RN,1,10,1,36,4,0,1,0,380.0,0.0,0,1,0,0,0,0,0,0,0,0,592.0,5.0,20.0,9.0,1.0,,,0
